Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-03-26T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-03-26T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-03-26T13:30:00Z,META,0,1,Stop Limit,Canceled,0,"" 
2024-03-26T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-27T13:30:00Z,AAPL,172.054459629,5,Stop Limit,Filled,860.272298145,"" 
2024-03-27T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-03-27T13:30:00Z,META,0,1,Stop Limit,Canceled,0,"" 
2024-03-27T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-27T19:41:00Z,AAPL,0,-5,Limit,Canceled,0,"" 
2024-03-27T19:41:00Z,AAPL,0,-5,Stop Market,Canceled,0,"" 
2024-03-28T13:30:00Z,GOOG,150.91722624,-6,Market,Filled,-905.50335744,"TimeStop_D+4" 
2024-03-28T13:30:00Z,META,0,1,Stop Limit,Canceled,0,"" 
2024-03-28T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-03-28T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-03-28T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-04-01T13:30:00Z,META,494.43,2,Stop Limit,Filled,988.86,"" 
2024-04-01T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-04-01T13:30:00Z,GOOG,154.43,6,Stop Limit,Filled,926.58,"" 
2024-04-01T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-04-01T13:38:00Z,GOOG,0,-6,Limit,Canceled,0,"" 
2024-04-01T13:38:00Z,GOOG,0,-6,Stop Market,Canceled,0,"" 
2024-04-01T13:46:00Z,META,519.15,-2,Limit,Filled,-1038.3,"" 
2024-04-01T13:46:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-04-03T13:30:00Z,AAPL,167.725545993,-5,Market,Filled,-838.627729965,"TimeStop_D+4" 
